s3_eventTime,inference_time,input_image,timestamp,transfer_time
2024-07-07T20:17:34.912Z,0.7814629077911377,s3://wolke-sieben-bucket-paul/000000000188.jpg,2024-07-07T20:17:36.832967,0.6008403301239014
2024-07-07T20:17:47.046Z,0.7346382141113281,s3://wolke-sieben-bucket-paul/000000000463.jpg,2024-07-07T20:17:48.584641,0.7312557697296143
2024-07-07T20:18:06.429Z,0.744680643081665,s3://wolke-sieben-bucket-paul/000000000933.jpg,2024-07-07T20:18:08.101621,0.7961938381195068
2024-07-07T20:17:56.710Z,0.7394700050354004,s3://wolke-sieben-bucket-paul/000000000674.jpg,2024-07-07T20:17:58.535502,0.6699333190917969
2024-07-07T20:17:55.640Z,0.7225472927093506,s3://wolke-sieben-bucket-paul/000000000664.jpg,2024-07-07T20:17:57.742039,0.8537459373474121
2024-07-07T20:17:42.930Z,0.7323017120361328,s3://wolke-sieben-bucket-paul/000000000408.jpg,2024-07-07T20:17:44.662198,0.4701731204986572
2024-07-07T20:18:14.388Z,0.7228505611419678,s3://wolke-sieben-bucket-paul/000000001192.jpg,2024-07-07T20:18:16.025108,0.4539787769317627
2024-07-07T20:17:31.218Z,0.7428922653198242,s3://wolke-sieben-bucket-paul/000000000155.jpg,2024-07-07T20:17:32.984039,0.7419934272766113
2024-07-07T20:17:58.827Z,0.7330772876739502,s3://wolke-sieben-bucket-paul/000000000718.jpg,2024-07-07T20:18:00.988086,0.7490828037261963
2024-07-07T20:18:01.020Z,0.7204163074493408,s3://wolke-sieben-bucket-paul/000000000771.jpg,2024-07-07T20:18:02.505953,0.8008608818054199
2024-07-07T20:17:44.684Z,0.7165124416351318,s3://wolke-sieben-bucket-paul/000000000448.jpg,2024-07-07T20:17:46.605173,1.036787509918213
2024-07-07T20:17:24.188Z,1.182438611984253,s3://wolke-sieben-bucket-paul/000000000016.jpg,2024-07-07T20:17:29.393716,0.455155611038208
2024-07-07T20:18:13.480Z,0.7399814128875732,s3://wolke-sieben-bucket-paul/000000001175.jpg,2024-07-07T20:18:15.173571,0.7204208374023438
2024-07-07T20:17:53.656Z,0.724177360534668,s3://wolke-sieben-bucket-paul/000000000647.jpg,2024-07-07T20:17:55.110397,0.3563854694366455
2024-07-07T20:18:01.921Z,0.7259576320648193,s3://wolke-sieben-bucket-paul/000000000809.jpg,2024-07-07T20:18:04.041529,0.5901007652282715
2024-07-07T20:17:24.985Z,1.1261510848999023,s3://wolke-sieben-bucket-paul/000000000019.jpg,2024-07-07T20:17:30.126591,0.8621354103088379
2024-07-07T20:18:04.781Z,0.7442760467529297,s3://wolke-sieben-bucket-paul/000000000888.jpg,2024-07-07T20:18:07.140484,0.5618784427642822
2024-07-07T20:17:47.546Z,0.7325999736785889,s3://wolke-sieben-bucket-paul/000000000492.jpg,2024-07-07T20:17:49.646557,0.6035778522491455
2024-07-07T20:17:51.149Z,0.7175846099853516,s3://wolke-sieben-bucket-paul/000000000552.jpg,2024-07-07T20:17:53.102992,0.45878052711486816
2024-07-07T20:17:25.645Z,1.1448650360107422,s3://wolke-sieben-bucket-paul/000000000057.jpg,2024-07-07T20:17:31.155204,0.7408351898193359
2024-07-07T20:17:34.307Z,0.722191333770752,s3://wolke-sieben-bucket-paul/000000000183.jpg,2024-07-07T20:17:36.866661,0.7158300876617432
2024-07-07T20:17:42.456Z,0.7235081195831299,s3://wolke-sieben-bucket-paul/000000000345.jpg,2024-07-07T20:17:44.690016,0.6422328948974609
2024-07-07T20:17:23.456Z,1.1167078018188477,s3://wolke-sieben-bucket-paul/000000000001.jpg,2024-07-07T20:17:28.226115,0.6700613498687744
2024-07-07T20:18:14.992Z,0.760310173034668,s3://wolke-sieben-bucket-paul/000000001194.jpg,2024-07-07T20:18:17.076463,0.45693397521972656
2024-07-07T20:18:17.263Z,0.7400672435760498,s3://wolke-sieben-bucket-paul/000000003058.jpg,2024-07-07T20:18:19.674279,0.8678851127624512
2024-07-07T20:17:32.291Z,0.7118067741394043,s3://wolke-sieben-bucket-paul/000000000171.jpg,2024-07-07T20:17:34.013594,0.6278529167175293
2024-07-07T20:17:43.592Z,0.7202854156494141,s3://wolke-sieben-bucket-paul/000000000416.jpg,2024-07-07T20:17:45.765589,0.7529656887054443
2024-07-07T20:18:22.103Z,0.7365972995758057,s3://wolke-sieben-bucket-paul/000000003098.jpg,2024-07-07T20:18:23.674496,0.8364009857177734
2024-07-07T20:18:19.037Z,0.7164304256439209,s3://wolke-sieben-bucket-paul/000000003079.jpg,2024-07-07T20:18:20.660582,0.7781004905700684
2024-07-07T20:17:56.009Z,0.7466838359832764,s3://wolke-sieben-bucket-paul/000000000665.jpg,2024-07-07T20:17:57.981084,0.46950864791870117
2024-07-07T20:18:04.157Z,0.7617664337158203,s3://wolke-sieben-bucket-paul/000000000880.jpg,2024-07-07T20:18:06.177046,0.6676652431488037
2024-07-07T20:17:58.364Z,0.7380268573760986,s3://wolke-sieben-bucket-paul/000000000694.jpg,2024-07-07T20:18:00.646055,0.477402925491333
2024-07-07T20:17:27.434Z,1.1393992900848389,s3://wolke-sieben-bucket-paul/000000000080.jpg,2024-07-07T20:17:32.201352,0.6112747192382812
2024-07-07T20:17:46.216Z,0.7363948822021484,s3://wolke-sieben-bucket-paul/000000000456.jpg,2024-07-07T20:17:48.576449,0.7957451343536377
2024-07-07T20:17:36.827Z,0.7550444602966309,s3://wolke-sieben-bucket-paul/000000000205.jpg,2024-07-07T20:17:38.717423,0.7410271167755127
2024-07-07T20:17:57.629Z,0.7358505725860596,s3://wolke-sieben-bucket-paul/000000000686.jpg,2024-07-07T20:17:59.549385,0.8220424652099609
2024-07-07T20:18:25.524Z,0.7320537567138672,s3://wolke-sieben-bucket-paul/000000003188.jpg,2024-07-07T20:18:27.282346,0.5009715557098389
2024-07-07T20:17:54.164Z,0.7232704162597656,s3://wolke-sieben-bucket-paul/000000000660.jpg,2024-07-07T20:17:55.685005,0.7248013019561768
2024-07-07T20:17:59.327Z,0.722334623336792,s3://wolke-sieben-bucket-paul/000000000725.jpg,2024-07-07T20:18:01.624444,0.6414854526519775
2024-07-07T20:17:28.172Z,0.7437598705291748,s3://wolke-sieben-bucket-paul/000000000090.jpg,2024-07-07T20:17:30.137247,0.9425754547119141
2024-07-07T20:18:19.993Z,0.7570555210113525,s3://wolke-sieben-bucket-paul/000000003083.jpg,2024-07-07T20:18:21.762648,0.6723182201385498
2024-07-07T20:18:13.003Z,0.7387604713439941,s3://wolke-sieben-bucket-paul/000000001172.jpg,2024-07-07T20:18:15.192205,0.6251120567321777
2024-07-07T20:18:00.414Z,0.7462575435638428,s3://wolke-sieben-bucket-paul/000000000759.jpg,2024-07-07T20:18:02.921832,0.48354196548461914
2024-07-07T20:18:07.539Z,0.7434029579162598,s3://wolke-sieben-bucket-paul/000000000968.jpg,2024-07-07T20:18:09.444411,1.0581791400909424
2024-07-07T20:17:35.361Z,0.7249689102172852,s3://wolke-sieben-bucket-paul/000000000191.jpg,2024-07-07T20:17:37.641282,0.506129264831543
2024-07-07T20:18:12.413Z,0.7253618240356445,s3://wolke-sieben-bucket-paul/000000001152.jpg,2024-07-07T20:18:14.145129,0.4617128372192383
2024-07-07T20:17:28.921Z,0.7106170654296875,s3://wolke-sieben-bucket-paul/000000000106.jpg,2024-07-07T20:17:31.165663,0.504347562789917
2024-07-07T20:17:48.909Z,0.7344999313354492,s3://wolke-sieben-bucket-paul/000000000527.jpg,2024-07-07T20:17:51.144349,0.8015851974487305
2024-07-07T20:17:33.747Z,0.7577095031738281,s3://wolke-sieben-bucket-paul/000000000180.jpg,2024-07-07T20:17:35.600185,0.6723439693450928
2024-07-07T20:17:40.084Z,0.7219111919403076,s3://wolke-sieben-bucket-paul/000000000276.jpg,2024-07-07T20:17:41.574543,0.3788766860961914
2024-07-07T20:17:26.978Z,1.1333558559417725,s3://wolke-sieben-bucket-paul/000000000069.jpg,2024-07-07T20:17:31.957341,0.6968510150909424
2024-07-07T20:18:08.166Z,0.7388989925384521,s3://wolke-sieben-bucket-paul/000000000970.jpg,2024-07-07T20:18:10.265969,0.45725321769714355
2024-07-07T20:18:21.343Z,0.7351541519165039,s3://wolke-sieben-bucket-paul/000000003090.jpg,2024-07-07T20:18:23.406315,0.46546506881713867
2024-07-07T20:17:59.797Z,0.740429162979126,s3://wolke-sieben-bucket-paul/000000000748.jpg,2024-07-07T20:18:01.626624,0.7258343696594238
2024-07-07T20:17:45.468Z,0.7174272537231445,s3://wolke-sieben-bucket-paul/000000000453.jpg,2024-07-07T20:17:47.765538,0.5046305656433105
2024-07-07T20:18:11.482Z,0.740720272064209,s3://wolke-sieben-bucket-paul/000000001124.jpg,2024-07-07T20:18:13.360990,0.4679229259490967
2024-07-07T20:17:41.679Z,0.7419049739837646,s3://wolke-sieben-bucket-paul/000000000318.jpg,2024-07-07T20:17:43.662539,0.45946264266967773
2024-07-07T20:17:29.723Z,0.7417440414428711,s3://wolke-sieben-bucket-paul/000000000108.jpg,2024-07-07T20:17:32.054129,0.6182489395141602
2024-07-07T20:17:38.134Z,0.7189152240753174,s3://wolke-sieben-bucket-paul/000000000229.jpg,2024-07-07T20:17:39.591971,0.6062471866607666
2024-07-07T20:18:24.880Z,0.7431681156158447,s3://wolke-sieben-bucket-paul/000000003136.jpg,2024-07-07T20:18:27.245338,0.45172905921936035
2024-07-07T20:17:48.253Z,0.7387139797210693,s3://wolke-sieben-bucket-paul/000000000509.jpg,2024-07-07T20:17:50.097618,0.4495689868927002
2024-07-07T20:18:05.968Z,0.7242107391357422,s3://wolke-sieben-bucket-paul/000000000904.jpg,2024-07-07T20:18:08.145566,0.45772242546081543
2024-07-07T20:18:26.920Z,0.7184209823608398,s3://wolke-sieben-bucket-paul/000000003191.jpg,2024-07-07T20:18:28.660125,0.9769928455352783
2024-07-07T20:17:36.108Z,0.7547369003295898,s3://wolke-sieben-bucket-paul/000000000202.jpg,2024-07-07T20:17:37.700317,0.8009874820709229
2024-07-07T20:18:09.036Z,0.7198333740234375,s3://wolke-sieben-bucket-paul/000000000979.jpg,2024-07-07T20:18:11.123566,0.62489914894104
2024-07-07T20:18:17.866Z,0.7415869235992432,s3://wolke-sieben-bucket-paul/000000003062.jpg,2024-07-07T20:18:19.860245,0.5522916316986084
2024-07-07T20:17:53.193Z,0.720134973526001,s3://wolke-sieben-bucket-paul/000000000619.jpg,2024-07-07T20:17:55.182250,0.636772871017456
2024-07-07T20:18:16.079Z,0.7396523952484131,s3://wolke-sieben-bucket-paul/000000001198.jpg,2024-07-07T20:18:18.724504,0.4580841064453125
2024-07-07T20:18:18.503Z,0.7403950691223145,s3://wolke-sieben-bucket-paul/000000003065.jpg,2024-07-07T20:18:20.634784,0.6080350875854492
2024-07-07T20:17:32.884Z,0.7364239692687988,s3://wolke-sieben-bucket-paul/000000000178.jpg,2024-07-07T20:17:35.246087,0.5024714469909668
2024-07-07T20:17:26.500Z,1.1763255596160889,s3://wolke-sieben-bucket-paul/000000000063.jpg,2024-07-07T20:17:31.154495,0.6416785717010498
2024-07-07T20:18:15.460Z,0.7233054637908936,s3://wolke-sieben-bucket-paul/000000001195.jpg,2024-07-07T20:18:17.090732,0.8549461364746094
2024-07-07T20:17:51.636Z,0.7357945442199707,s3://wolke-sieben-bucket-paul/000000000554.jpg,2024-07-07T20:17:53.046580,0.374011754989624
2024-07-07T20:18:10.532Z,0.725409746170044,s3://wolke-sieben-bucket-paul/000000001097.jpg,2024-07-07T20:18:12.102954,0.6068589687347412
2024-07-07T20:17:44.071Z,0.7248589992523193,s3://wolke-sieben-bucket-paul/000000000427.jpg,2024-07-07T20:17:45.885084,0.5199465751647949
2024-07-07T20:17:30.761Z,0.7357828617095947,s3://wolke-sieben-bucket-paul/000000000128.jpg,2024-07-07T20:17:33.049739,0.49911952018737793
2024-07-07T20:18:20.711Z,0.7245359420776367,s3://wolke-sieben-bucket-paul/000000003086.jpg,2024-07-07T20:18:22.664387,0.44515442848205566
2024-07-07T20:17:50.526Z,0.7405083179473877,s3://wolke-sieben-bucket-paul/000000000549.jpg,2024-07-07T20:17:52.285084,0.4776785373687744
2024-07-07T20:18:07.033Z,0.7337324619293213,s3://wolke-sieben-bucket-paul/000000000953.jpg,2024-07-07T20:18:09.398216,0.4541971683502197
2024-07-07T20:17:57.169Z,0.7198455333709717,s3://wolke-sieben-bucket-paul/000000000676.jpg,2024-07-07T20:17:58.702085,0.5868866443634033
2024-07-07T20:17:37.465Z,0.7256073951721191,s3://wolke-sieben-bucket-paul/000000000212.jpg,2024-07-07T20:17:39.584149,0.47816967964172363
2024-07-07T20:18:16.542Z,0.7353091239929199,s3://wolke-sieben-bucket-paul/000000001242.jpg,2024-07-07T20:18:18.549815,0.9078760147094727
2024-07-07T20:17:52.684Z,0.7397739887237549,s3://wolke-sieben-bucket-paul/000000000570.jpg,2024-07-07T20:17:54.029417,0.6072037220001221
2024-07-07T20:18:01.470Z,0.7274489402770996,s3://wolke-sieben-bucket-paul/000000000774.jpg,2024-07-07T20:18:03.432551,0.4770193099975586
2024-07-07T20:18:19.488Z,0.7208354473114014,s3://wolke-sieben-bucket-paul/000000003081.jpg,2024-07-07T20:18:21.792389,0.6079027652740479
2024-07-07T20:18:22.714Z,0.7367329597473145,s3://wolke-sieben-bucket-paul/000000003104.jpg,2024-07-07T20:18:24.297347,0.4682302474975586
2024-07-07T20:18:02.374Z,0.723576545715332,s3://wolke-sieben-bucket-paul/000000000851.jpg,2024-07-07T20:18:04.043305,0.7172737121582031
2024-07-07T20:17:54.966Z,0.7145814895629883,s3://wolke-sieben-bucket-paul/000000000662.jpg,2024-07-07T20:17:56.517990,0.6115641593933105
2024-07-07T20:17:49.850Z,0.7348034381866455,s3://wolke-sieben-bucket-paul/000000000535.jpg,2024-07-07T20:17:52.085572,0.6284058094024658
2024-07-07T20:17:31.892Z,0.7637476921081543,s3://wolke-sieben-bucket-paul/000000000161.jpg,2024-07-07T20:17:33.960853,0.532618522644043
2024-07-07T20:17:38.595Z,0.7204446792602539,s3://wolke-sieben-bucket-paul/000000000251.jpg,2024-07-07T20:17:40.701706,0.45023155212402344
2024-07-07T20:17:40.842Z,0.7373197078704834,s3://wolke-sieben-bucket-paul/000000000311.jpg,2024-07-07T20:17:42.657300,0.5082995891571045
2024-07-07T20:18:05.336Z,0.7384514808654785,s3://wolke-sieben-bucket-paul/000000000890.jpg,2024-07-07T20:18:06.983117,0.7182247638702393
2024-07-07T20:18:03.296Z,0.7347702980041504,s3://wolke-sieben-bucket-paul/000000000870.jpg,2024-07-07T20:18:05.646569,0.6381394863128662
2024-07-07T20:18:10.015Z,0.7590799331665039,s3://wolke-sieben-bucket-paul/000000001076.jpg,2024-07-07T20:18:12.056186,0.7498362064361572
2024-07-07T20:18:11.038Z,0.7408404350280762,s3://wolke-sieben-bucket-paul/000000001118.jpg,2024-07-07T20:18:13.639906,0.6149177551269531
2024-07-07T20:18:09.408Z,0.7350554466247559,s3://wolke-sieben-bucket-paul/000000001024.jpg,2024-07-07T20:18:11.045519,1.5720407962799072
2024-07-07T20:18:24.291Z,0.7400856018066406,s3://wolke-sieben-bucket-paul/000000003111.jpg,2024-07-07T20:18:26.040074,0.5903561115264893
2024-07-07T20:17:39.465Z,0.7447350025177002,s3://wolke-sieben-bucket-paul/000000000275.jpg,2024-07-07T20:17:41.625148,0.653785228729248
2024-07-07T20:18:11.960Z,0.8038768768310547,s3://wolke-sieben-bucket-paul/000000001127.jpg,2024-07-07T20:18:14.240798,1.3888881206512451
