imageid,image_path,transfertime,inference_time
d02087e4-503c-469e-872d-15c148056948,data\input_folder\000000000001.jpg,0.22197175025939941,0.17606258392333984
b36d8b72-e82f-4543-a07f-b13f64b24c1d,data\input_folder\000000000016.jpg,0.07582402229309082,0.03671908378601074
ae1d7e60-9d25-45f1-a089-aeb5220e410b,data\input_folder\000000000019.jpg,0.07741498947143555,0.03862810134887695
140e0d59-ca6d-45d1-9953-11d79f818807,data\input_folder\000000000057.jpg,0.07009243965148926,0.037671804428100586
20216941-31dd-4113-aa5e-2c24d4041255,data\input_folder\000000000063.jpg,0.06949758529663086,0.035779714584350586
dd1e845b-4380-4fdb-90cc-c21f943308dc,data\input_folder\000000000069.jpg,0.07218480110168457,0.03807377815246582
1fe09ac0-c037-4050-b939-f73e60db35bc,data\input_folder\000000000080.jpg,0.06931376457214355,0.038182973861694336
0861b981-13c5-480f-ba38-7d069700805f,data\input_folder\000000000090.jpg,0.07702279090881348,0.041646480560302734
eace9c65-8ae3-47f0-8049-5899fc645985,data\input_folder\000000000106.jpg,0.07305455207824707,0.03961658477783203
e09a6c65-99aa-4a79-8f47-b76dc85cf5d2,data\input_folder\000000000108.jpg,0.07404875755310059,0.03767704963684082
7daa21e1-8860-47be-9a29-ba9521299de0,data\input_folder\000000000128.jpg,0.0705416202545166,0.03692317008972168
e30b678c-e1df-4dc7-be24-8f635648b3ca,data\input_folder\000000000155.jpg,0.06527447700500488,0.03534197807312012
14ee2ba3-2362-4f3b-91ab-46d95963d9fd,data\input_folder\000000000161.jpg,0.0685110092163086,0.035283565521240234
b37d7bfe-b8fe-4952-a806-24fc8ceb6ea5,data\input_folder\000000000171.jpg,0.06369543075561523,0.03595161437988281
550f36fc-978b-4896-92a2-85182d548302,data\input_folder\000000000178.jpg,0.06938576698303223,0.03689241409301758
65f152ae-c029-4447-b400-ff5c00fbd36e,data\input_folder\000000000180.jpg,0.07214188575744629,0.033872365951538086
dd5fc91a-c13f-4c36-aa3a-e2146393d853,data\input_folder\000000000183.jpg,0.06581854820251465,0.0362706184387207
b36f755e-9f11-45b8-a74a-7dcfc3aaf76b,data\input_folder\000000000188.jpg,0.07869768142700195,0.045139312744140625
a053a3ef-ac48-4562-9e5d-c4233c117470,data\input_folder\000000000191.jpg,0.08274602890014648,0.049141883850097656
60691c14-d9ba-489a-b948-7af9c86918d9,data\input_folder\000000000202.jpg,0.08536410331726074,0.04220151901245117
50d6a554-9613-4688-959b-ac497d1521e9,data\input_folder\000000000205.jpg,0.077789306640625,0.03618264198303223
808cac14-a0a4-4575-aa1f-f3b4a6262602,data\input_folder\000000000212.jpg,0.07423639297485352,0.03678727149963379
4df4c2a9-3610-41ce-8132-e11ce695b69d,data\input_folder\000000000229.jpg,0.07002568244934082,0.0363004207611084
38dbc246-ff8d-43f2-9714-a844cca9294d,data\input_folder\000000000251.jpg,0.0660712718963623,0.035659074783325195
1b15cf75-1e48-487b-9fca-a287c02ee5a1,data\input_folder\000000000275.jpg,0.07088398933410645,0.035041093826293945
0b45b4ce-0355-441d-bd2f-58d278d1fc1d,data\input_folder\000000000276.jpg,0.06840968132019043,0.03397798538208008
cc356639-5ce7-4d87-85d5-d1062adba493,data\input_folder\000000000311.jpg,0.08034372329711914,0.04466390609741211
e4649502-9a02-4886-a69a-9b7fbd8b6bb8,data\input_folder\000000000318.jpg,0.08988571166992188,0.05132341384887695
014f26d6-8f10-4513-a46a-45df9c15f86b,data\input_folder\000000000345.jpg,0.08176994323730469,0.04294133186340332
ebe14e24-87c3-48a5-91fc-b7532c3ac8c7,data\input_folder\000000000408.jpg,0.07067346572875977,0.038042306900024414
b6e4811f-b553-429f-830d-07fc2e3adcba,data\input_folder\000000000416.jpg,0.07108187675476074,0.03833603858947754
c09e2278-7e41-4725-9cfb-3900b2a8361c,data\input_folder\000000000427.jpg,0.06314802169799805,0.036231279373168945
72537577-21b8-4578-b269-2c734e9e1269,data\input_folder\000000000448.jpg,0.06737232208251953,0.03388857841491699
0b7c8236-e06a-4acb-942a-b1f831fda8dc,data\input_folder\000000000453.jpg,0.07741808891296387,0.03591585159301758
58753bea-9405-4f81-8d27-31744efcc5b0,data\input_folder\000000000456.jpg,0.06555724143981934,0.03168296813964844
003ea701-aeb6-4712-9d43-362b16aa502b,data\input_folder\000000000463.jpg,0.07551288604736328,0.03897571563720703
7fbcf8e7-56dd-4141-a7e1-fb11a19da015,data\input_folder\000000000492.jpg,0.07043647766113281,0.04002833366394043
92d6d057-3796-4542-9c1c-50c89c438367,data\input_folder\000000000509.jpg,0.07063698768615723,0.036176443099975586
0067ec28-a9d3-4c72-b4f1-a73e01f6d123,data\input_folder\000000000527.jpg,0.06858372688293457,0.03716421127319336
1381bcc7-221a-44e8-882d-40096c64b4c8,data\input_folder\000000000535.jpg,0.07639408111572266,0.03663897514343262
00ea6e90-62e6-4272-8905-928ebe04b251,data\input_folder\000000000549.jpg,0.07411074638366699,0.03968477249145508
2c419aa5-af9f-4b21-93d6-0997fdc3a56b,data\input_folder\000000000552.jpg,0.07034826278686523,0.03605055809020996
77123c98-aa6a-41d7-b0c6-3d3c517f5e49,data\input_folder\000000000554.jpg,0.06617617607116699,0.03632616996765137
fdf24f5c-593f-40ee-808c-6d8d24df7fb6,data\input_folder\000000000570.jpg,0.09104657173156738,0.04717850685119629
5eee334a-3ef1-4a61-85cc-c9ed2056a93c,data\input_folder\000000000619.jpg,0.07245898246765137,0.04099583625793457
a2affb24-e03b-4b4e-b086-37315f4fd699,data\input_folder\000000000647.jpg,0.0686502456665039,0.03923344612121582
6df9cfdb-d5ef-4339-b9d7-b9eea15315ed,data\input_folder\000000000660.jpg,0.06764078140258789,0.03668498992919922
0323df57-4ba1-4132-bf08-44349ddbb801,data\input_folder\000000000662.jpg,0.07508730888366699,0.0371551513671875
f2382c37-31d2-4cf5-8db1-89f4a6dccc56,data\input_folder\000000000664.jpg,0.068084716796875,0.0348658561706543
928649b4-db88-4e56-97ef-c09d1e3df5fc,data\input_folder\000000000665.jpg,0.05773472785949707,0.0335085391998291
f3aa7843-b75b-4d1b-9b88-387bf6232bee,data\input_folder\000000000674.jpg,0.06069827079772949,0.0348505973815918
3a6650ac-64bf-4b32-8e0a-acd08bd3b0b9,data\input_folder\000000000676.jpg,0.06389093399047852,0.03575301170349121
640ee6b0-19cf-450f-9b88-a1463dad3e78,data\input_folder\000000000686.jpg,0.07355451583862305,0.04275012016296387
736366bc-4f9f-40cb-a140-912420d34f80,data\input_folder\000000000694.jpg,0.0814809799194336,0.04468083381652832
71888d33-4ed2-46af-8b21-69107992d798,data\input_folder\000000000718.jpg,0.07138538360595703,0.04026365280151367
59b827b1-77cf-4294-af3c-d0444e1a2897,data\input_folder\000000000725.jpg,0.07742881774902344,0.03864598274230957
541b9706-ab94-4906-8f9f-b9eaee360ba8,data\input_folder\000000000748.jpg,0.08783149719238281,0.04926490783691406
f04872f0-4949-4b5b-85ee-90538343bf1b,data\input_folder\000000000759.jpg,0.07703113555908203,0.04293465614318848
79338d44-a981-4505-84d5-a5a6c3fa31a9,data\input_folder\000000000771.jpg,0.06756997108459473,0.035515785217285156
abc17360-eae5-43b7-85bc-c08feee0814d,data\input_folder\000000000774.jpg,0.06435489654541016,0.03610634803771973
e678d444-8bc4-4bf9-a75f-17a9e973e544,data\input_folder\000000000809.jpg,0.06499457359313965,0.034845829010009766
3a4bf5eb-c39f-4bbb-a331-cae0ebe5f33c,data\input_folder\000000000851.jpg,0.07761478424072266,0.04133319854736328
036b3964-1a96-4174-af10-f589333ed172,data\input_folder\000000000870.jpg,0.0788116455078125,0.03972268104553223
5e3392a1-f524-49ca-9685-b366123f8448,data\input_folder\000000000880.jpg,0.07436537742614746,0.03834271430969238
834ebffc-908a-42e2-9162-e8f2693ca149,data\input_folder\000000000888.jpg,0.06930041313171387,0.03767871856689453
2ca98e07-a5ab-4ad5-b8b1-5f24089afe19,data\input_folder\000000000890.jpg,0.06508731842041016,0.03316617012023926
d49df81c-b6da-4c45-94e8-9527266f796a,data\input_folder\000000000904.jpg,0.06702971458435059,0.037158966064453125
cc4cef34-c150-465c-a597-ae1b6d2058c3,data\input_folder\000000000933.jpg,0.06484580039978027,0.034780025482177734
da440f5a-9c14-41a5-b438-5279603e6ae2,data\input_folder\000000000953.jpg,0.06434249877929688,0.03439450263977051
65a15757-871c-4347-be9e-e707b1d918f8,data\input_folder\000000000968.jpg,0.06681108474731445,0.03618788719177246
2d9be4a0-9b57-4f74-8e54-902250b5e609,data\input_folder\000000000970.jpg,0.07043170928955078,0.038372039794921875
ea77c368-d02f-4c18-9fe5-2c8028f1fef2,data\input_folder\000000000979.jpg,0.07347702980041504,0.03561043739318848
99a6aca8-99f6-48dc-9de9-93cf88e5bfac,data\input_folder\000000001024.jpg,0.05918383598327637,0.035418033599853516
ee7783a5-e3b0-48cf-8282-6f86ecbe78f8,data\input_folder\000000001076.jpg,0.0662374496459961,0.03453326225280762
96c10555-77d5-41ce-8b2a-82cd9721f781,data\input_folder\000000001097.jpg,0.06352758407592773,0.03420901298522949
4f21a342-8026-4db2-b087-bd12c5daf689,data\input_folder\000000001118.jpg,0.07528162002563477,0.03711962699890137
2cc67d76-6d51-40fe-aae9-6602700f442d,data\input_folder\000000001124.jpg,0.06680941581726074,0.035207509994506836
f2670981-0aa9-4247-b95d-4c9b3eae362c,data\input_folder\000000001127.jpg,0.06753230094909668,0.038021087646484375
75018431-b930-46b2-8bac-99e634c1498f,data\input_folder\000000001152.jpg,0.0689384937286377,0.03914690017700195
7f5b2b87-e09c-43b2-90a6-86ff02e50251,data\input_folder\000000001172.jpg,0.07013154029846191,0.039026498794555664
83728367-de32-4d5a-a17f-8e08b36952c5,data\input_folder\000000001175.jpg,0.06377673149108887,0.03630948066711426
413d9670-c603-422d-bdf0-f7e2af9d119b,data\input_folder\000000001192.jpg,0.06991744041442871,0.0340423583984375
f500dd9f-23cf-4de7-a684-e35378e0893b,data\input_folder\000000001194.jpg,0.07087016105651855,0.037778377532958984
1bb1275d-fc50-44b4-b208-3430622f0203,data\input_folder\000000001195.jpg,0.06251096725463867,0.03542971611022949
e94da965-b890-4be4-a20b-50a92b5e9f66,data\input_folder\000000001198.jpg,0.06973934173583984,0.03613781929016113
98ab35c2-2f33-4484-bfb0-f9ec158ba70e,data\input_folder\000000001242.jpg,0.06496858596801758,0.03560042381286621
bb054b58-4867-4a60-a6f4-4dae9ed8afc6,data\input_folder\000000003058.jpg,0.07506871223449707,0.04216814041137695
3064668a-e1fd-4a1c-85e8-d6253348366f,data\input_folder\000000003062.jpg,0.07554173469543457,0.04286551475524902
5838ae1c-f3c0-4f50-a805-df1de181f66a,data\input_folder\000000003065.jpg,0.0729970932006836,0.0368497371673584
768036e5-1cd5-4f24-b9c9-f78427ea3ad2,data\input_folder\000000003079.jpg,0.06732320785522461,0.03671717643737793
f58213b2-0ec6-492f-bd4d-d04c2c2d0631,data\input_folder\000000003081.jpg,0.07570362091064453,0.0395510196685791
f88a06f8-f859-4fb3-8b20-222241e0a536,data\input_folder\000000003083.jpg,0.0672910213470459,0.03768277168273926
a5f4d592-05ed-4703-bb70-06e257e4a78c,data\input_folder\000000003086.jpg,0.07147693634033203,0.03646707534790039
96cd0750-5c1d-411f-991a-8cad5597a91b,data\input_folder\000000003090.jpg,0.07082605361938477,0.03668665885925293
e50221fa-76ce-4f9a-8861-b7c2c09b93fc,data\input_folder\000000003098.jpg,0.07887053489685059,0.03778958320617676
4cc50b32-b8f2-4209-b2e8-1260a5bbbce8,data\input_folder\000000003104.jpg,0.06875109672546387,0.03634047508239746
ca555c61-bea8-4f05-a761-e1194513f90e,data\input_folder\000000003111.jpg,0.06953048706054688,0.04032182693481445
89c101ba-75ce-446f-9457-93a731336a6a,data\input_folder\000000003136.jpg,0.07163763046264648,0.038672447204589844
7d1eb0ee-4e4a-4a6d-86c9-2fc99b6c2765,data\input_folder\000000003188.jpg,0.06840705871582031,0.0350189208984375
ea0c0c7c-a2ac-41cd-b789-9b71c59bf0ea,data\input_folder\000000003191.jpg,0.06385135650634766,0.034421443939208984
